Output Data (20 mutations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,402,372,402,402,424,732,732,62,68,62,62,76,96,102,80,142,134,86,38,1,1,1,1,0.846153846,0.461538462,0.461538462,0.961538462,1,0.951923077,0.961538462,1,0.966666667,0.980952381,0.966666667,0.966666667,0.980952381,0.980952381,0.871428571,0.942857143,0.961904762,0.928571429,0.919047619,0.985714286,0.96499153,0.961603614,0.96499153,0.96499153,0.957086392,0.945793337,0.942405421,0.954827781,0.919819311,0.924336533,0.951439864,0.978543196,0.967082856,0.962011419,0.967082856,0.967082856,0.969960474,0.962055336,0.959683794,0.929249012,0.922444946,0.919512637,0.946381737,0.976569022,0.968477074,0.962283288,0.968477074,0.968477074,0.978543196,0.972896669,0.97120271,0.912196499,0.92419537,0.916296707,0.943009652,0.975252906,0.969871291,0.962555158,0.969871291,0.969871291,0.987125918,0.983738001,0.982721626,0.895143986,0.925945793,0.913080776,0.939637567,0.973936791,0.971962617,0.962962963,0.971962617,0.971962617,1,1,1,0.869565217,0.928571429,0.908256881,0.934579439,0.971962617, 
1208,1378,920,1058,1460,1460,1450,1498,176,248,242,166,162,162,166,20,214,246,332,396,0.682242991,1,0.85046729,0.635514019,0.635514019,0.635514019,0.682242991,1,1,1,1,1,0.880952381,0.914285714,0.885714286,0.866666667,0.871428571,0.876190476,0.866666667,0.976190476,0.961904762,0.947619048,0.904761905,0.923809524,0.900621118,0.859966121,0.863354037,0.906267645,0.908526256,0.908526256,0.906267645,0.988706945,0.879164314,0.861095426,0.812535291,0.776397516,0.891149068,0.805140842,0.800750704,0.934387352,0.935968379,0.935968379,0.934387352,0.978702005,0.856768403,0.816766798,0.756494002,0.736851755,0.884834369,0.768590655,0.759015148,0.953133823,0.954263128,0.954263128,0.953133823,0.972032044,0.841837796,0.78721438,0.719133142,0.710487914,0.878519669,0.732040469,0.717279592,0.971880294,0.972557877,0.972557877,0.971880294,0.965362084,0.826907189,0.757661961,0.681772283,0.684124074,0.869047619,0.67721519,0.654676259,1,1,1,1,0.955357143,0.804511278,0.713333333,0.625730994,0.644578313, 
980,1396,808,786,1076,1110,1110,1370,264,164,160,186,200,200,210,144,98,234,314,190,0.681318681,0.571428571,0.747252747,0.21978022,0.21978022,0.21978022,0.681318681,0.923076923,0.923076923,0.945054945,1,0.934065934,0.885714286,0.923809524,0.928571429,0.838095238,0.804761905,0.804761905,0.885714286,0.885714286,0.966666667,0.880952381,0.9,0.857142857,0.850931677,0.907396951,0.909655562,0.894974591,0.887069452,0.887069452,0.881422925,0.918690006,0.944664032,0.867871259,0.82269904,0.89271598,0.837210615,0.810458764,0.834817146,0.926482213,0.920948617,0.920948617,0.916996047,0.872173913,0.961264822,0.759274587,0.742352743,0.841002881,0.828063241,0.745833307,0.784924868,0.947487295,0.943534726,0.943534726,0.940711462,0.841163185,0.972332016,0.686876806,0.688788544,0.806527481,0.818915867,0.681207849,0.735032591,0.968492377,0.966120836,0.966120836,0.964426877,0.810152456,0.983399209,0.614479025,0.635224346,0.772052082,0.805194805,0.584269663,0.660194175,1,1,1,1,0.763636364,1,0.505882353,0.554878049,0.720338983, 
862,800,710,772,910,910,910,1200,124,148,154,20,20,20,124,232,184,230,20,196,1,1,1,1,1,1,0.825581395,0.941860465,1,1,1,1,0.952380952,0.961904762,0.938095238,0.952380952,0.952380952,0.952380952,0.895238095,0.928571429,0.942857143,0.957142857,0.980952381,0.928571429,0.92998306,0.916431395,0.913043478,0.988706945,0.988706945,0.988706945,0.92998306,0.869000565,0.896103896,0.87012987,0.988706945,0.889328063,0.86963221,0.852977386,0.852353575,0.992094862,0.992094862,0.992094862,0.950988142,0.835403199,0.81697861,0.812240515,0.978761528,0.793390571,0.82939831,0.810674714,0.81189364,0.994353473,0.994353473,0.994353473,0.96499153,0.813004955,0.764228419,0.773647612,0.97213125,0.729432244,0.78916441,0.768372041,0.771433705,0.996612084,0.996612084,0.996612084,0.978994918,0.790606711,0.711478228,0.735054709,0.965500972,0.665473916,0.728813559,0.704918033,0.710743802,1,1,1,1,0.757009346,0.632352941,0.677165354,0.955555556,0.569536424, 
730,782,712,742,830,1178,1178,1188,16,94,102,154,132,138,124,38,332,0,226,134,1,1,0.891025641,0.833333333,0.647435897,0.647435897,0.775641026,0.929487179,0.929487179,1,0.903846154,0.955128205,0.961904762,0.947619048,0.933333333,0.871428571,0.880952381,0.895238095,0.842857143,0.923809524,0.90952381,1,0.857142857,0.914285714,0.990965556,0.946922643,0.942405421,0.913043478,0.925465839,0.922077922,0.92998306,0.978543196,0.812535291,1,0.872388481,0.924336533,0.993675889,0.95534585,0.945300233,0.923801968,0.947826087,0.945454545,0.950988142,0.963826391,0.811791463,1,0.865491214,0.922961499,0.995482778,0.960961321,0.947230108,0.930974294,0.962732919,0.961038961,0.96499153,0.954015188,0.811295578,1,0.860893036,0.92204481,0.997289667,0.966576793,0.949159982,0.93814662,0.977639752,0.976623377,0.978994918,0.944203984,0.810799693,1,0.856294858,0.92112812,1,0.975,0.952054795,0.948905109,1,1,1,0.929487179,0.810055866,1,0.84939759,0.919753086, 
592,610,496,602,708,764,758,764,148,118,128,48,78,74,78,208,20,160,164,40,1,1,1,1,0.964285714,0.964285714,0.964285714,1,1,1,0.964285714,1,0.919047619,0.971428571,0.928571429,0.885714286,0.861904762,0.871428571,0.861904762,0.947619048,0.971428571,0.947619048,0.923809524,0.957142857,0.916431395,0.933370977,0.927724449,0.972896669,0.955957086,0.958215697,0.955957086,0.88255223,0.988706945,0.909655562,0.907396951,0.97741389,0.854160204,0.84002635,0.867588933,0.981027668,0.96916996,0.970750988,0.96916996,0.794628667,0.963062604,0.773344259,0.765823027,0.942651262,0.812646077,0.7777966,0.827498588,0.986448334,0.977978543,0.979107849,0.977978543,0.736012957,0.945966376,0.682470057,0.671440411,0.919476176,0.77113195,0.715566849,0.787408244,0.991869001,0.986787126,0.987464709,0.986787126,0.677397248,0.928870148,0.591595856,0.577057795,0.89630109,0.708860759,0.622222222,0.727272727,1,1,1,1,0.589473684,0.903225806,0.455284553,0.435483871,0.861538462, 
790,832,764,790,902,1196,1006,1152,72,108,62,44,154,90,98,334,40,196,62,158,0.941747573,0.922330097,0.922330097,0.922330097,0.194174757,0.339805825,0.514563107,0.737864078,1,0.932038835,0.922330097,0.941747573,0.985714286,0.966666667,0.985714286,0.89047619,0.8,0.957142857,0.961904762,0.833333333,0.957142857,0.961904762,0.985714286,0.966666667,0.959345003,0.939017504,0.96499153,0.97515528,0.913043478,0.949181254,0.944664032,0.811405985,0.97741389,0.889328063,0.96499153,0.910784867,0.918151671,0.868423364,0.921183726,0.973425022,0.939130435,0.964426877,0.961264822,0.696074077,0.96008258,0.790950697,0.921183726,0.806735454,0.890689451,0.821360604,0.891978524,0.972271517,0.956521739,0.974590627,0.972332016,0.619186139,0.948528374,0.725365786,0.891978524,0.737369178,0.86322723,0.774297844,0.862773321,0.971118012,0.973913043,0.984754376,0.983399209,0.5422982,0.936974167,0.659780875,0.862773321,0.668002902,0.822033898,0.703703704,0.818965517,0.969387755,1,1,1,0.426966292,0.919642857,0.561403509,0.818965517,0.563953488, 
576,832,520,538,676,832,832,832,164,110,112,68,164,164,164,266,98,68,112,32,0.597315436,0.959731544,0.959731544,0.959731544,0.597315436,0.597315436,0.597315436,0.959731544,0.959731544,0.959731544,0.959731544,0.986577181,0.9,0.919047619,0.923809524,0.957142857,0.9,0.9,0.9,0.923809524,0.938095238,0.957142857,0.923809524,0.971428571,0.907396951,0.937888199,0.936758893,0.961603614,0.907396951,0.907396951,0.907396951,0.849802372,0.944664032,0.961603614,0.936758893,0.981931112,0.935177866,0.942521739,0.941731225,0.97312253,0.935177866,0.935177866,0.935177866,0.842838539,0.947264822,0.966958146,0.936123382,0.987351779,0.953698475,0.945610766,0.945046113,0.980801807,0.953698475,0.953698475,0.953698475,0.838195983,0.948998682,0.970527834,0.935699708,0.990965556,0.972219085,0.948699793,0.948361001,0.988481084,0.972219085,0.972219085,0.972219085,0.833553428,0.950732543,0.974097522,0.935276034,0.994579334,1,0.953333333,0.953333333,1,1,1,1,0.826589595,0.953333333,0.979452055,0.934640523,1, 
734,774,638,666,774,774,914,1382,12,108,122,12,12,112,146,178,204,96,198,58,1,0.943396226,1,1,1,0.405660377,0.688679245,1,0.990566038,1,0.943396226,0.905660377,0.971428571,0.99047619,0.947619048,0.971428571,0.971428571,0.971428571,0.828571429,0.957142857,0.919047619,0.957142857,0.952380952,0.957142857,0.993224167,0.939017504,0.931112366,0.993224167,0.993224167,0.936758893,0.9175607,0.899491813,0.884810841,0.945793337,0.888198758,0.967250141,0.995256917,0.9514299,0.938265143,0.995256917,0.995256917,0.955731225,0.94229249,0.906166008,0.884073471,0.938577075,0.857959603,0.929706678,0.996612084,0.959704831,0.94303366,0.996612084,0.996612084,0.968379447,0.95878035,0.910615471,0.883581891,0.933766234,0.837800166,0.904677702,0.99796725,0.967979761,0.947802178,0.99796725,0.99796725,0.981027668,0.97526821,0.915064935,0.883090311,0.928955392,0.81764073,0.879648727,1,0.980392157,0.954954955,1,1,1,1,0.92173913,0.882352941,0.92173913,0.787401575,0.842105263, 
894,760,662,686,898,958,952,1020,210,202,152,96,140,112,50,164,58,226,248,198,1,1,1,0.761904762,0.630952381,0.761904762,1,1,1,1,1,1,0.90952381,0.938095238,0.976190476,0.961904762,0.90952381,0.923809524,0.880952381,0.961904762,0.961904762,0.957142857,0.919047619,0.938095238,0.881422925,0.885940147,0.914172784,0.945793337,0.920948617,0.936758893,0.971767363,0.907396951,0.967250141,0.872388481,0.859966121,0.888198758,0.841996047,0.857893952,0.886979772,0.962055336,0.944664032,0.955731225,0.980237154,0.884682816,0.950988142,0.801581028,0.831067194,0.807033248,0.815711462,0.839196488,0.868851098,0.972896669,0.960474308,0.968379447,0.985883682,0.86954006,0.94014681,0.754376059,0.811801242,0.752922908,0.789426877,0.820499025,0.850722423,0.983738001,0.976284585,0.981027668,0.991530209,0.854397303,0.929305477,0.70717109,0.792535291,0.698812569,0.75,0.79245283,0.823529412,1,1,1,1,0.831683168,0.913043478,0.636363636,0.763636364,0.617647059, 
294,198,166,198,216,300,504,590,46,38,46,62,80,124,110,54,80,68,38,54,0.894736842,0.894736842,0.894736842,0.757894737,0.757894737,0.589473684,0.210526316,0.757894737,0.947368421,0.915789474,0.894736842,0.757894737,0.933333333,0.952380952,0.933333333,0.90952381,0.923809524,0.904761905,0.833333333,0.942857143,0.952380952,0.942857143,0.952380952,0.942857143,0.974025974,0.978543196,0.974025974,0.96499153,0.954827781,0.92998306,0.937888199,0.969508752,0.954827781,0.961603614,0.978543196,0.969508752,0.911547912,0.914709967,0.911547912,0.883186379,0.88878761,0.878015169,0.956521739,0.886348434,0.918379447,0.896199453,0.914709967,0.886348434,0.86989587,0.872154481,0.86989587,0.828649611,0.844760829,0.843369909,0.968944099,0.830908222,0.894080557,0.852596679,0.872154481,0.830908222,0.828243828,0.829598995,0.828243828,0.774112844,0.800734049,0.808724648,0.98136646,0.77546801,0.869781668,0.808993905,0.829598995,0.77546801,0.765765766,0.765765766,0.765765766,0.692307692,0.734693878,0.756756757,1,0.692307692,0.833333333,0.743589744,0.765765766,0.692307692, 
250,292,270,292,292,292,422,608,14,8,14,14,14,64,94,0,0,38,126,86,1,1,1,1,1,0.580152672,0.847328244,1,1,0.961832061,0.961832061,0.961832061,0.966666667,0.980952381,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,1,1,0.961904762,0.938095238,0.961904762,0.992094862,0.995482778,0.992094862,0.992094862,0.992094862,0.963862225,0.946922643,1,1,0.978543196,0.928853755,0.951439864,0.994466403,0.996837945,0.994466403,0.994466403,0.994466403,0.974703557,0.96284585,1,1,0.975749468,0.930197628,0.956777136,0.996047431,0.997741389,0.996047431,0.996047431,0.996047431,0.981931112,0.973461321,1,1,0.973886983,0.931093544,0.960335317,0.997628458,0.998644833,0.997628458,0.997628458,0.997628458,0.989158667,0.984076793,1,1,0.972024497,0.93198946,0.963893498,1,1,1,1,1,1,1,1,1,0.969230769,0.933333333,0.969230769, 
484,642,580,618,622,618,618,622,62,30,42,44,42,42,44,60,38,172,194,20,1,1,1,1,1,1,1,1,1,1,1,1,0.895238095,0.928571429,0.9,0.895238095,0.9,0.9,0.895238095,0.942857143,0.942857143,0.942857143,0.919047619,0.966666667,0.96499153,0.983060418,0.976284585,0.97515528,0.976284585,0.976284585,0.97515528,0.966120836,0.978543196,0.902879729,0.890457369,0.988706945,0.971327404,0.988142292,0.983399209,0.982608696,0.983399209,0.983399209,0.982608696,0.932911091,0.941606743,0.866081744,0.776557568,0.965171785,0.975551321,0.991530209,0.988142292,0.98757764,0.988142292,0.988142292,0.98757764,0.910771261,0.916982441,0.841549755,0.700624368,0.949481678,0.979775237,0.994918125,0.992885375,0.992546584,0.992885375,0.992885375,0.992546584,0.888631431,0.89235814,0.817017765,0.624691167,0.933791571,0.986111111,1,1,1,1,1,1,0.855421687,0.855421687,0.78021978,0.510791367,0.91025641, 
998,996,672,702,972,1200,1202,1324,258,194,190,126,156,160,194,218,0,160,324,296,0.927083333,1,0.979166667,0.6875,0.541666667,0.541666667,0.583333333,0.979166667,1,0.927083333,1,1,0.914285714,0.971428571,0.957142857,0.928571429,0.876190476,0.866666667,0.819047619,0.961904762,1,0.914285714,0.90952381,0.919047619,0.854319593,0.890457369,0.89271598,0.928853755,0.911914173,0.909655562,0.890457369,0.876905703,1,0.909655562,0.817052513,0.832862789,0.77368161,0.784214013,0.781567852,0.945720017,0.938339921,0.936758893,0.923320158,0.771375892,1,0.831649404,0.726775469,0.743003953,0.719922955,0.713385109,0.707469101,0.956964191,0.955957086,0.954827781,0.945228684,0.701022684,1,0.779645299,0.666590772,0.683098061,0.666164299,0.642556205,0.633370349,0.968208365,0.973574252,0.972896669,0.967137211,0.630669476,1,0.727641194,0.606406076,0.62319217,0.585526316,0.536312849,0.522222222,0.985074627,1,1,1,0.525139665,1,0.649635036,0.516129032,0.533333333, 
892,1090,744,768,948,1060,1140,1098,216,182,162,186,188,210,192,200,116,246,136,194,0.74015748,0.842519685,0.842519685,0.559055118,0.535433071,0.511811024,0.511811024,0.795275591,0.842519685,0.748031496,0.755905512,0.795275591,0.857142857,0.866666667,0.857142857,0.785714286,0.852380952,0.771428571,0.847619048,0.847619048,0.904761905,0.804761905,0.828571429,0.880952381,0.878035008,0.897233202,0.908526256,0.894974591,0.893845285,0.881422925,0.891586674,0.887069452,0.934500282,0.861095426,0.923207228,0.890457369,0.849624506,0.828688241,0.868577075,0.926482213,0.9256917,0.916996047,0.924110672,0.796093125,0.933280632,0.757658103,0.901112316,0.795479249,0.830684171,0.782991601,0.841944288,0.947487295,0.946922643,0.940711462,0.945793337,0.735442241,0.932467532,0.688699887,0.886382375,0.732160503,0.811743836,0.73729496,0.8153115,0.968492377,0.968153586,0.964426877,0.967476002,0.674791356,0.931654433,0.619741671,0.871652434,0.668841756,0.783333333,0.66875,0.775362319,1,1,1,1,0.583815029,0.930434783,0.516304348,0.849557522,0.573863636, 
476,378,378,378,378,452,452,826,52,52,52,52,82,74,84,70,108,20,180,98,0.954545455,0.954545455,0.954545455,0.954545455,0.772727273,0.818181818,0.863636364,0.954545455,0.954545455,1,0.972727273,1,0.971428571,0.971428571,0.971428571,0.971428571,0.99047619,0.976190476,0.942857143,0.971428571,0.942857143,0.985714286,0.942857143,0.99047619,0.970638058,0.970638058,0.970638058,0.970638058,0.953698475,0.958215697,0.95256917,0.960474308,0.939017504,0.988706945,0.898362507,0.944664032,0.968437466,0.968437466,0.968437466,0.968437466,0.967588933,0.970750988,0.966798419,0.9561158,0.936073315,0.98413026,0.903212729,0.955907679,0.966970405,0.966970405,0.966970405,0.966970405,0.976849238,0.979107849,0.976284585,0.953210127,0.934110522,0.981079136,0.906446211,0.963403444,0.965503344,0.965503344,0.965503344,0.965503344,0.986109543,0.987464709,0.985770751,0.950304455,0.932147729,0.978028013,0.909679692,0.970899209,0.963302752,0.963302752,0.963302752,0.963302752,1,1,1,0.945945946,0.92920354,0.973451327,0.914529915,0.982142857, 
790,808,758,786,792,792,788,792,90,78,84,72,72,70,72,72,252,82,54,330,0.797752809,0.797752809,0.797752809,0.797752809,0.797752809,0.797752809,0.797752809,0.797752809,0.876404494,0.797752809,0.797752809,0.865168539,0.9,0.89047619,0.89047619,0.9,0.9,0.904761905,0.9,0.885714286,0.871428571,0.89047619,0.914285714,0.895238095,0.949181254,0.955957086,0.95256917,0.959345003,0.959345003,0.960474308,0.959345003,0.959345003,0.85770751,0.953698475,0.969508752,0.813664596,0.960260211,0.957007798,0.954636257,0.971541502,0.971541502,0.972332016,0.971541502,0.971541502,0.834395257,0.92734503,0.978656126,0.777673325,0.967646182,0.957708273,0.956014315,0.979672501,0.979672501,0.980237154,0.979672501,0.979672501,0.818853755,0.909776067,0.984754376,0.753679145,0.975032154,0.958408748,0.957392373,0.987803501,0.987803501,0.988142292,0.987803501,0.987803501,0.803312253,0.892207104,0.990852626,0.729684964,0.986111111,0.959459459,0.959459459,1,1,1,1,1,0.78,0.865853659,1,0.693693694, 
764,960,746,784,924,996,990,1100,96,20,32,78,116,116,138,40,118,164,320,122,0.75257732,1,1,0.75257732,0.701030928,0.701030928,0.618556701,0.989690722,1,0.979381443,0.93814433,0.979381443,0.928571429,0.980952381,0.966666667,0.928571429,0.923809524,0.919047619,0.923809524,0.961904762,0.957142857,0.90952381,0.861904762,0.871428571,0.945793337,0.988706945,0.981931112,0.955957086,0.934500282,0.934500282,0.922077922,0.97741389,0.933370977,0.907396951,0.819311124,0.931112366,0.958001282,0.980213674,0.984290554,0.96916996,0.954150198,0.954150198,0.945454545,0.963801374,0.927887986,0.874673664,0.732238717,0.889278656,0.966139912,0.974551492,0.985863515,0.977978543,0.967250141,0.967250141,0.961038961,0.954726363,0.924232658,0.852858139,0.674190446,0.861389516,0.974278542,0.968889311,0.987436477,0.986787126,0.980350085,0.980350085,0.976623377,0.945651352,0.920577331,0.831042615,0.616142174,0.833500376,0.986486486,0.96039604,0.989795918,1,1,1,1,0.932038835,0.91509434,0.798319328,0.529069767,0.791666667, 
440,440,416,440,454,454,454,464,114,104,114,4,4,4,6,182,0,104,134,20,1,1,1,1,1,1,1,1,1,1,1,1,0.99047619,1,0.99047619,0.99047619,0.99047619,0.99047619,0.985714286,0.980952381,1,1,0.99047619,0.99047619,0.935629588,0.941276115,0.935629588,0.997741389,0.997741389,0.997741389,0.996612084,0.897233202,1,0.941276115,0.924336533,0.988706945,0.912083569,0.905468623,0.912083569,0.998418972,0.998418972,0.998418972,0.997628458,0.878063241,1,0.905468623,0.890278816,0.987176829,0.896386222,0.881596962,0.896386222,0.998870695,0.998870695,0.998870695,0.998306042,0.865283267,1,0.881596962,0.867573672,0.986156751,0.880688876,0.8577253,0.880688876,0.999322417,0.999322417,0.999322417,0.998983625,0.852503294,1,0.8577253,0.844868527,0.985136674,0.857142857,0.821917808,0.857142857,1,1,1,1,0.833333333,1,0.821917808,0.810810811,0.983606557, 
558,574,498,514,562,562,562,574,6,98,104,110,110,110,6,110,20,138,192,98,1,1,1,0.596638655,0.596638655,0.596638655,1,1,1,1,1,1,0.985714286,0.99047619,0.976190476,0.985714286,0.985714286,0.985714286,0.985714286,0.976190476,0.976190476,0.938095238,0.885714286,0.99047619,0.996612084,0.944664032,0.941276115,0.937888199,0.937888199,0.937888199,0.996612084,0.937888199,0.988706945,0.922077922,0.891586674,0.944664032,0.997628458,0.956306144,0.953934603,0.956521739,0.956521739,0.956521739,0.997628458,0.944424965,0.979998087,0.915909091,0.851499207,0.956306144,0.998306042,0.964067553,0.962373595,0.968944099,0.968944099,0.968944099,0.998306042,0.948782809,0.974192182,0.911796537,0.824774229,0.964067553,0.998983625,0.971828962,0.970812587,0.98136646,0.98136646,0.98136646,0.998983625,0.953140653,0.968386277,0.907683983,0.798049251,0.971828962,1,0.983471074,0.983471074,1,1,1,1,0.959677419,0.959677419,0.901515152,0.757961783,0.983471074, 
824,1066,656,764,1004,944,1020,1030,180,154,188,86,56,82,80,176,164,216,154,114,0.903614458,1,0.951807229,0.903614458,0.903614458,0.807228916,0.879518072,1,1,1,1,0.951807229,0.923809524,0.947619048,0.919047619,0.852380952,0.923809524,0.880952381,0.919047619,0.952380952,0.980952381,0.938095238,0.957142857,0.942857143,0.898362507,0.913043478,0.893845285,0.951439864,0.968379447,0.953698475,0.954827781,0.900621118,0.907396951,0.878035008,0.913043478,0.935629588,0.853853755,0.82088226,0.7836917,0.966007905,0.977865613,0.967588933,0.968379447,0.796434783,0.804565621,0.784012261,0.909782609,0.937083569,0.824181254,0.759441447,0.710255976,0.975719932,0.984189723,0.976849238,0.97741389,0.726977226,0.736011401,0.721330429,0.907608696,0.938052889,0.794508752,0.698000635,0.636820252,0.985431959,0.990513834,0.986109543,0.986448334,0.657519669,0.667457181,0.658648598,0.905434783,0.93902221,0.75,0.605839416,0.526666667,1,1,1,1,0.553333333,0.56462585,0.56462585,0.902173913,0.94047619, 
678,766,678,700,700,708,700,708,52,0,14,14,18,14,18,44,224,36,170,204,1,1,1,1,1,1,1,1,1,1,1,1,0.966666667,1,0.966666667,0.966666667,0.957142857,0.966666667,0.957142857,0.928571429,0.895238095,0.914285714,0.942857143,0.861904762,0.970638058,1,0.992094862,0.992094862,0.989836251,0.992094862,0.989836251,0.97515528,0.873517787,0.979672501,0.904009034,0.884810841,0.969101813,1,0.994466403,0.994466403,0.992885375,0.994466403,0.992885375,0.967354458,0.765590891,0.985770751,0.78836188,0.812471037,0.968077649,1,0.996047431,0.996047431,0.994918125,0.996047431,0.994918125,0.962153911,0.693639627,0.989836251,0.711263776,0.764244501,0.967053486,1,0.997628458,0.997628458,0.996950875,0.997628458,0.996950875,0.956953364,0.621688363,0.99390175,0.634165673,0.716017965,0.965517241,1,1,1,1,1,1,0.949152542,0.513761468,1,0.518518519,0.643678161, 
772,816,732,790,776,776,776,816,14,80,52,94,94,94,14,366,68,34,88,216,1,0.821428571,1,0.821428571,0.821428571,0.821428571,1,1,1,1,1,1,0.966666667,1,0.957142857,0.966666667,0.966666667,0.966666667,0.966666667,0.880952381,0.980952381,0.961904762,0.966666667,0.923809524,0.992094862,0.954827781,0.970638058,0.946922643,0.946922643,0.946922643,0.992094862,0.793337098,0.961603614,0.980801807,0.950310559,0.878035008,0.994466403,0.968379447,0.969101813,0.96284585,0.96284585,0.96284585,0.994466403,0.677963706,0.95312253,0.981298107,0.931884058,0.809973343,0.996047431,0.97741389,0.968077649,0.973461321,0.973461321,0.973461321,0.996047431,0.601048111,0.947468474,0.981628974,0.919599724,0.7645989,0.997628458,0.986448334,0.967053486,0.984076793,0.984076793,0.984076793,0.997628458,0.524132516,0.941814417,0.98195984,0.90731539,0.719224456,1,1,0.965517241,1,1,1,1,0.408759124,0.933333333,0.98245614,0.888888889,0.651162791, 
476,550,536,540,536,536,536,540,44,24,26,24,24,24,26,78,40,58,242,58,1,1,1,1,1,1,1,1,1,1,1,1,0.938095238,0.942857143,0.938095238,0.942857143,0.942857143,0.942857143,0.938095238,0.914285714,0.942857143,0.938095238,0.895238095,0.919047619,0.97515528,0.986448334,0.985319029,0.986448334,0.986448334,0.986448334,0.985319029,0.955957086,0.97741389,0.967250141,0.863354037,0.967250141,0.977345538,0.990513834,0.98972332,0.990513834,0.990513834,0.990513834,0.98972332,0.896196988,0.931248547,0.92055336,0.791014493,0.907212085,0.97880571,0.993224167,0.992659514,0.993224167,0.993224167,0.993224167,0.992659514,0.856356922,0.900471651,0.889422172,0.74278813,0.867186714,0.980265882,0.9959345,0.995595709,0.9959345,0.9959345,0.9959345,0.995595709,0.816516856,0.869694755,0.858290984,0.694561767,0.827161344,0.98245614,1,1,1,1,1,1,0.756756757,0.823529412,0.811594203,0.622222222,0.767123288, 
