Output Data (20 mutations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,392,364,392,402,402,680,870,8,20,8,28,28,124,134,20,164,144,20,20,1,1,1,0.777777778,0.777777778,0.37037037,0.24691358,0.938271605,0.938271605,0.938271605,0.777777778,1,0.980952381,0.980952381,0.980952381,0.961904762,0.961904762,0.961904762,0.952380952,0.980952381,0.966666667,0.942857143,0.980952381,0.980952381,0.995482778,0.988706945,0.995482778,0.984189723,0.984189723,0.92998306,0.924336533,0.988706945,0.907396951,0.918690006,0.988706945,0.988706945,0.996837945,0.977977215,0.996837945,0.984245306,0.984245306,0.950988142,0.947035573,0.977094862,0.813302866,0.902173913,0.987407362,0.977977215,0.997741389,0.970824061,0.997741389,0.984282362,0.984282362,0.96499153,0.962168267,0.969353473,0.750573475,0.891163185,0.986540973,0.970824061,0.998644833,0.963670907,0.998644833,0.984319417,0.984319417,0.978994918,0.97730096,0.961612084,0.687844085,0.880152456,0.985674584,0.963670907,1,0.952941176,1,0.984375,0.984375,1,1,0.95,0.59375,0.863636364,0.984375,0.952941176, 
606,404,388,404,404,404,404,696,112,106,112,112,112,112,156,104,152,90,90,170,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.722222222,0.916666667,0.888888889,0.916666667,0.916666667,0.909722222,0.90952381,0.923809524,0.90952381,0.90952381,0.90952381,0.90952381,0.876190476,0.933333333,0.90952381,0.928571429,0.928571429,0.928571429,0.936758893,0.94014681,0.936758893,0.936758893,0.936758893,0.936758893,0.911914173,0.941276115,0.914172784,0.949181254,0.949181254,0.904009034,0.955731225,0.958102767,0.955731225,0.955731225,0.955731225,0.955731225,0.938339921,0.954415669,0.908452417,0.957760211,0.957760211,0.861294696,0.968379447,0.970073405,0.968379447,0.968379447,0.968379447,0.968379447,0.955957086,0.963175371,0.904638839,0.963479516,0.963479516,0.832818471,0.981027668,0.982044043,0.981027668,0.981027668,0.981027668,0.981027668,0.973574252,0.971935073,0.900825262,0.969198821,0.969198821,0.804342245,1,1,1,1,1,1,1,0.985074627,0.895104895,0.977777778,0.977777778,0.761627907, 
342,390,308,308,390,692,672,1074,72,54,54,72,134,134,218,120,54,54,114,0,0.813953488,0.813953488,0.813953488,0.813953488,0.15503876,0.15503876,0.15503876,0.697674419,0.813953488,0.813953488,0.875968992,1,0.928571429,0.928571429,0.928571429,0.928571429,0.961904762,0.819047619,0.476190476,0.966666667,0.928571429,0.928571429,0.947619048,1,0.959345003,0.969508752,0.969508752,0.959345003,0.924336533,0.924336533,0.876905703,0.932241671,0.969508752,0.969508752,0.935629588,1,0.915727548,0.910273774,0.910273774,0.915727548,0.947035573,0.947035573,0.913833992,0.87756917,0.910273774,0.910273774,0.883994766,1,0.886649246,0.870783788,0.870783788,0.886649246,0.962168267,0.962168267,0.938452851,0.841120836,0.870783788,0.870783788,0.849571551,1,0.857570943,0.831293802,0.831293802,0.857570943,0.97730096,0.97730096,0.963071711,0.804672501,0.831293802,0.831293802,0.815148336,1,0.813953488,0.772058824,0.772058824,0.813953488,1,1,1,0.75,0.772058824,0.772058824,0.763513514,1, 
722,786,658,744,826,862,908,862,124,104,138,36,40,56,40,168,104,250,58,142,1,0.984126984,1,1,0.888888889,0.888888889,0.888888889,0.984126984,1,0.984126984,0.984126984,0.984126984,0.952380952,0.928571429,0.952380952,0.919047619,0.952380952,0.880952381,0.952380952,0.90952381,1,0.933333333,0.957142857,0.928571429,0.92998306,0.941276115,0.922077922,0.979672501,0.97741389,0.968379447,0.97741389,0.90513834,0.941276115,0.858836815,0.967250141,0.919819311,0.917185325,0.870256917,0.784425134,0.981083251,0.984189723,0.977865613,0.984189723,0.769363261,0.829163551,0.704519104,0.935408432,0.865302089,0.908653502,0.822910785,0.692656608,0.982023751,0.988706945,0.984189723,0.988706945,0.678846542,0.754421841,0.60164063,0.914180626,0.828957275,0.900121679,0.775564653,0.600888083,0.98296425,0.993224167,0.990513834,0.993224167,0.588329823,0.679680132,0.498762156,0.89295282,0.79261246,0.887323944,0.704545455,0.463235294,0.984375,1,1,1,0.452554745,0.567567568,0.344444444,0.861111111,0.738095238, 
644,1426,712,788,970,970,986,1074,274,68,66,144,144,160,172,68,74,218,40,244,0.627906977,0.941860465,0.941860465,0.418604651,0.418604651,0.372093023,0.441860465,0.906976744,0.906976744,0.930232558,0.860465116,0.965116279,0.880952381,0.895238095,0.866666667,0.847619048,0.866666667,0.857142857,0.857142857,0.942857143,0.9,0.871428571,0.947619048,0.923809524,0.84528515,0.961603614,0.962732919,0.918690006,0.918690006,0.909655562,0.902879729,0.961603614,0.958215697,0.876905703,0.97741389,0.862224732,0.886245059,0.962408244,0.966684128,0.943083004,0.943083004,0.936758893,0.93201581,0.904805698,0.904750988,0.834017478,0.954921431,0.751771598,0.913551666,0.962944664,0.969318267,0.959345003,0.959345003,0.954827781,0.951439864,0.866940421,0.869107849,0.805425329,0.939926457,0.678136175,0.940858272,0.963481084,0.971952406,0.975607002,0.975607002,0.972896669,0.970863919,0.829075144,0.833464709,0.776833179,0.924931484,0.604500753,0.981818182,0.964285714,0.975903614,1,1,1,1,0.772277228,0.78,0.733944954,0.902439024,0.494047619, 
732,812,696,730,826,826,824,828,96,140,94,80,80,56,58,178,244,90,44,176,1,1,1,0.957746479,0.957746479,1,1,1,1,1,1,1,0.857142857,0.895238095,0.861904762,0.857142857,0.857142857,0.866666667,0.861904762,0.942857143,0.876190476,0.914285714,0.90952381,0.880952381,0.945793337,0.920948617,0.946922643,0.954827781,0.954827781,0.968379447,0.967250141,0.899491813,0.862224732,0.949181254,0.97515528,0.900621118,0.953836158,0.917740955,0.922601947,0.968379447,0.968379447,0.977865613,0.977075099,0.886270775,0.792052887,0.917998306,0.952228949,0.854645309,0.959198038,0.915602513,0.906388151,0.97741389,0.97741389,0.984189723,0.983625071,0.87745675,0.745271658,0.897209674,0.936944728,0.82399477,0.964559919,0.913464072,0.890174354,0.986448334,0.986448334,0.990513834,0.990175042,0.868642724,0.698490428,0.876421043,0.921660508,0.79334423,0.97260274,0.91025641,0.865853659,1,1,1,1,0.855421687,0.628318584,0.845238095,0.898734177,0.747368421, 
430,182,182,182,182,182,182,850,68,68,68,68,68,68,184,90,92,68,68,112,0.854545455,0.854545455,0.854545455,0.854545455,0.854545455,0.854545455,0.509090909,0.854545455,0.842424242,0.854545455,0.854545455,0.83030303,0.885714286,0.885714286,0.885714286,0.885714286,0.885714286,0.885714286,0.742857143,0.876190476,0.866666667,0.885714286,0.885714286,0.895238095,0.961603614,0.961603614,0.961603614,0.961603614,0.961603614,0.961603614,0.896103896,0.949181254,0.948051948,0.961603614,0.961603614,0.936758893,0.949593118,0.949593118,0.949593118,0.949593118,0.949593118,0.949593118,0.927272727,0.937330103,0.917904656,0.949593118,0.949593118,0.90183901,0.941586121,0.941586121,0.941586121,0.941586121,0.941586121,0.941586121,0.948051948,0.929429336,0.897806462,0.941586121,0.941586121,0.878559087,0.933579123,0.933579123,0.933579123,0.933579123,0.933579123,0.933579123,0.968831169,0.92152857,0.877708267,0.933579123,0.933579123,0.855279165,0.921568627,0.921568627,0.921568627,0.921568627,0.921568627,0.921568627,1,0.909677419,0.847560976,0.921568627,0.921568627,0.820359281, 
540,574,512,540,540,540,540,574,10,90,100,100,100,100,10,80,152,196,32,80,1,1,0.684210526,0.684210526,0.684210526,0.684210526,1,1,1,1,1,1,0.976190476,0.952380952,0.976190476,0.976190476,0.976190476,0.976190476,0.976190476,0.976190476,0.976190476,0.957142857,0.947619048,0.976190476,0.994353473,0.949181254,0.943534726,0.943534726,0.943534726,0.943534726,0.994353473,0.954827781,0.914172784,0.889328063,0.981931112,0.954827781,0.996047431,0.949426877,0.960474308,0.960474308,0.960474308,0.960474308,0.996047431,0.953379447,0.881446372,0.856136202,0.972351779,0.953379447,0.997176736,0.949590627,0.971767363,0.971767363,0.971767363,0.971767363,0.997176736,0.95241389,0.859628765,0.834008294,0.965965556,0.95241389,0.998306042,0.949754376,0.983060418,0.983060418,0.983060418,0.983060418,0.998306042,0.951448334,0.837811157,0.811880386,0.959579334,0.951448334,1,0.95,1,1,1,1,1,0.95,0.805084746,0.778688525,0.95,0.95, 
704,842,592,592,868,876,868,876,98,106,106,104,104,104,104,32,214,218,90,150,0.730769231,0.915384615,0.915384615,0.707692308,0.707692308,0.707692308,0.707692308,0.915384615,0.976923077,1,1,0.907692308,0.938095238,0.961904762,0.961904762,0.923809524,0.938095238,0.923809524,0.938095238,0.980952381,0.89047619,0.933333333,0.966666667,0.928571429,0.944664032,0.94014681,0.94014681,0.941276115,0.941276115,0.941276115,0.941276115,0.981931112,0.879164314,0.876905703,0.949181254,0.915302089,0.961264822,0.9414361,0.9414361,0.958893281,0.958893281,0.958893281,0.958893281,0.987351779,0.86941502,0.884667325,0.94909841,0.913019155,0.972332016,0.942295627,0.942295627,0.970638058,0.970638058,0.970638058,0.970638058,0.990965556,0.86291549,0.88984174,0.949043182,0.911497198,0.983399209,0.943155154,0.943155154,0.982382835,0.982382835,0.982382835,0.982382835,0.994579334,0.856415961,0.895016155,0.948987953,0.909975242,1,0.944444444,0.944444444,1,1,1,1,1,0.846666667,0.902777778,0.948905109,0.907692308, 
924,1118,910,1096,1104,1102,1228,1328,84,44,64,64,62,132,120,242,88,20,352,222,0.963855422,1,0.963855422,0.927710843,0.927710843,0.638554217,0.855421687,0.927710843,0.963855422,1,1,0.963855422,0.880952381,0.928571429,0.885714286,0.880952381,0.885714286,0.876190476,0.876190476,0.928571429,0.89047619,0.966666667,0.923809524,0.933333333,0.95256917,0.97515528,0.963862225,0.963862225,0.96499153,0.925465839,0.932241671,0.863354037,0.950310559,0.988706945,0.801242236,0.874647092,0.955955045,0.944713959,0.967386484,0.974703557,0.975494071,0.947826087,0.95256917,0.793692088,0.905217391,0.968761528,0.69546416,0.832436451,0.958212296,0.924419745,0.96973599,0.981931112,0.982495765,0.962732919,0.966120836,0.747250789,0.87515528,0.955464584,0.624945442,0.804296023,0.960469546,0.904125531,0.972085497,0.989158667,0.989497459,0.977639752,0.979672501,0.70080949,0.845093168,0.942167639,0.554426725,0.776155596,0.963855422,0.873684211,0.975609756,1,1,1,1,0.631147541,0.8,0.922222222,0.448648649,0.733944954, 
368,368,368,368,368,368,368,368,0,0,0,0,0,0,0,20,20,90,200,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976190476,0.985714286,0.928571429,0.952380952,0.980952381,1,1,1,1,1,1,1,0.988706945,0.988706945,0.949181254,0.887069452,0.978543196,1,1,1,1,1,1,1,0.97235802,0.979932699,0.937503801,0.781098993,0.968980237,1,1,1,1,1,1,1,0.961458736,0.974083202,0.929718832,0.710452019,0.962604931,1,1,1,1,1,1,1,0.950559452,0.968233705,0.921933863,0.639805046,0.956229625,1,1,1,1,1,1,1,0.934210526,0.959459459,0.91025641,0.533834586,0.946666667, 
638,704,644,686,688,684,748,832,36,4,18,20,18,36,72,20,20,236,288,74,0.98019802,1,1,1,1,0.861386139,0.940594059,1,0.98019802,0.99009901,1,1,0.942857143,0.99047619,0.957142857,0.952380952,0.957142857,0.952380952,0.957142857,0.99047619,0.980952381,0.919047619,0.938095238,0.914285714,0.979672501,0.997741389,0.989836251,0.988706945,0.989836251,0.979672501,0.959345003,0.988706945,0.988706945,0.866741954,0.837380011,0.958215697,0.979830157,0.998418972,0.992885375,0.992094862,0.992885375,0.985770751,0.971541502,0.986269619,0.986154268,0.777173913,0.756390727,0.959322417,0.979935261,0.998870695,0.994918125,0.994353473,0.994918125,0.989836251,0.979672501,0.984644735,0.984452483,0.717461886,0.702397871,0.96006023,0.980040364,0.999322417,0.996950875,0.996612084,0.996950875,0.99390175,0.987803501,0.983019851,0.982750697,0.657749859,0.648405015,0.960798043,0.98019802,1,1,1,1,1,1,0.980582524,0.98019802,0.568181818,0.56741573,0.961904762, 
778,686,584,610,694,786,772,946,120,98,100,114,130,126,158,142,158,130,294,54,0.884615385,0.938461538,0.930769231,0.838461538,0.853846154,0.384615385,0.8,0.923076923,0.923076923,0.923076923,0.884615385,0.953846154,0.895238095,0.919047619,0.904761905,0.885714286,0.914285714,0.928571429,0.880952381,0.938095238,0.923809524,0.90952381,0.885714286,0.971428571,0.932241671,0.944664032,0.943534726,0.935629588,0.926595144,0.928853755,0.910784867,0.919819311,0.910784867,0.926595144,0.833992095,0.969508752,0.94006917,0.940654135,0.944068058,0.946904997,0.948616601,0.950197628,0.937549407,0.918682678,0.906206124,0.927686368,0.780937324,0.978656126,0.945287502,0.937980871,0.944423613,0.954421937,0.963297572,0.964426877,0.955392434,0.917924923,0.903153628,0.928413851,0.745567476,0.984754376,0.950505835,0.935307606,0.944779168,0.961938876,0.977978543,0.978656126,0.97323546,0.917167167,0.900101132,0.929141334,0.710197628,0.990852626,0.958333333,0.93129771,0.9453125,0.973214286,1,1,1,0.916030534,0.895522388,0.930232558,0.657142857,1, 
788,748,634,702,762,782,752,884,82,90,112,64,112,102,42,222,20,136,162,248,1,1,1,0.947368421,0.736842105,0.736842105,1,1,1,1,1,1,0.928571429,0.957142857,0.923809524,0.923809524,0.923809524,0.947619048,0.9,0.947619048,0.976190476,0.947619048,0.933333333,0.928571429,0.953698475,0.949181254,0.936758893,0.963862225,0.936758893,0.942405421,0.976284585,0.874647092,0.988706945,0.923207228,0.908526256,0.859966121,0.939017504,0.925894767,0.929769687,0.9619376,0.955731225,0.959683794,0.983399209,0.853778388,0.977094862,0.889834803,0.869574937,0.782356031,0.92923019,0.910370443,0.925110216,0.960654517,0.968379447,0.97120271,0.988142292,0.839865919,0.969353473,0.86758652,0.84360739,0.730615972,0.919442876,0.894846119,0.920450745,0.959371433,0.981027668,0.982721626,0.992885375,0.82595345,0.961612084,0.845338237,0.817639844,0.678875912,0.904761905,0.871559633,0.913461538,0.957446809,1,1,1,0.805084746,0.95,0.811965812,0.778688525,0.601265823, 
456,446,358,376,446,446,706,898,72,40,58,72,72,108,120,136,142,38,68,72,0.946969697,0.954545455,0.946969697,0.946969697,0.946969697,0.522727273,0.840909091,0.946969697,0.909090909,0.954545455,0.931818182,0.954545455,0.966666667,0.971428571,0.961904762,0.966666667,0.966666667,0.90952381,0.904761905,0.9,0.923809524,0.961904762,0.961904762,0.961904762,0.959345003,0.97741389,0.967250141,0.959345003,0.959345003,0.939017504,0.932241671,0.923207228,0.919819311,0.978543196,0.961603614,0.959345003,0.966817093,0.979502223,0.963334641,0.966817093,0.966817093,0.957312253,0.95256917,0.9013471,0.920796595,0.980292737,0.96140378,0.953631054,0.971798486,0.980894445,0.960724307,0.971798486,0.971798486,0.969508752,0.966120836,0.886773682,0.921448117,0.981459098,0.961270557,0.949821755,0.976779879,0.982286667,0.958113974,0.976779879,0.976779879,0.981705251,0.979672501,0.872200264,0.922099639,0.982625459,0.961137334,0.946012456,0.984251969,0.984375,0.954198473,0.984251969,0.984251969,1,1,0.850340136,0.923076923,0.984375,0.9609375,0.940298507, 
644,750,474,632,544,718,544,750,102,80,104,92,58,92,102,80,90,160,234,80,0.931623932,0.931623932,0.811965812,0.418803419,0.863247863,0.418803419,0.931623932,0.931623932,0.931623932,0.931623932,0.948717949,0.931623932,0.952380952,0.933333333,0.933333333,0.952380952,0.952380952,0.952380952,0.952380952,0.933333333,0.947619048,0.895238095,0.895238095,0.933333333,0.942405421,0.954827781,0.941276115,0.948051948,0.967250141,0.948051948,0.942405421,0.954827781,0.949181254,0.909655562,0.867871259,0.954827781,0.921283794,0.917997767,0.896393281,0.88979021,0.977075099,0.88979021,0.921283794,0.917997767,0.919895627,0.872010692,0.840377014,0.917997767,0.90720271,0.893444425,0.866471391,0.850949051,0.983625071,0.850949051,0.90720271,0.893444425,0.900371877,0.846914112,0.822047518,0.893444425,0.893121626,0.868891082,0.836549501,0.812107892,0.990175042,0.812107892,0.893121626,0.868891082,0.880848126,0.821817532,0.803718021,0.868891082,0.872,0.832061069,0.791666667,0.753846154,1,0.753846154,0.872,0.832061069,0.8515625,0.784172662,0.776223776,0.832061069, 
508,406,402,402,406,402,572,558,124,126,126,128,126,128,130,100,110,110,80,108,0.887850467,0.887850467,0.887850467,0.887850467,0.887850467,0.579439252,0.579439252,0.859813084,0.887850467,0.887850467,0.887850467,0.887850467,0.9,0.904761905,0.904761905,0.9,0.904761905,0.847619048,0.9,0.933333333,0.942857143,0.89047619,0.919047619,0.919047619,0.92998306,0.928853755,0.928853755,0.927724449,0.928853755,0.927724449,0.926595144,0.943534726,0.937888199,0.937888199,0.954827781,0.939017504,0.880826852,0.881904946,0.881904946,0.881114432,0.881904946,0.949407115,0.948616601,0.904722096,0.888229056,0.869208306,0.891035697,0.879968503,0.848056046,0.850605739,0.850605739,0.850041087,0.850605739,0.963862225,0.963297572,0.878847009,0.855122961,0.823421711,0.84850764,0.840602502,0.815285241,0.819306533,0.819306533,0.818967741,0.819306533,0.978317335,0.977978543,0.852971922,0.822016866,0.777635116,0.805979584,0.801236501,0.766129032,0.772357724,0.772357724,0.772357724,0.772357724,1,1,0.814159292,0.772357724,0.708955224,0.7421875,0.7421875, 
222,274,222,274,274,274,400,574,28,0,28,28,28,58,88,20,22,86,72,22,0.956043956,1,0.956043956,0.956043956,0.956043956,0.615384615,0.78021978,1,0.945054945,0.956043956,1,0.945054945,0.980952381,1,0.980952381,0.980952381,0.980952381,0.980952381,0.904761905,0.980952381,0.971428571,0.919047619,0.933333333,0.971428571,0.984189723,1,0.984189723,0.984189723,0.984189723,0.967250141,0.950310559,0.988706945,0.98757764,0.951439864,0.959345003,0.98757764,0.988932806,1,0.988932806,0.988932806,0.988932806,0.977075099,0.965217391,0.979463283,0.991304348,0.940744747,0.950112931,0.991304348,0.992094862,1,0.992094862,0.992094862,0.992094862,0.983625071,0.97515528,0.973300841,0.99378882,0.933614669,0.943958216,0.99378882,0.995256917,1,0.995256917,0.995256917,0.995256917,0.990175042,0.985093168,0.967138399,0.996273292,0.926484591,0.937803501,0.996273292,1,1,1,1,1,1,1,0.957894737,1,0.915789474,0.928571429,1, 
768,828,680,716,802,786,1044,1194,168,98,112,68,64,136,124,94,106,224,256,88,0.902654867,0.946902655,0.946902655,0.89380531,0.89380531,0.575221239,0.840707965,0.85840708,0.946902655,0.840707965,0.955752212,1,0.928571429,0.966666667,0.933333333,0.90952381,0.928571429,0.919047619,0.90952381,0.90952381,0.952380952,0.957142857,0.923809524,0.976190476,0.90513834,0.944664032,0.936758893,0.961603614,0.963862225,0.923207228,0.92998306,0.946922643,0.94014681,0.873517787,0.855448899,0.950310559,0.904393298,0.935623796,0.9300902,0.967297287,0.968878315,0.946245059,0.950988142,0.915889328,0.910858672,0.821021274,0.822262505,0.93426501,0.903896604,0.929596973,0.925644404,0.971093069,0.972222375,0.961603614,0.96499153,0.895200452,0.891333247,0.786023599,0.800138243,0.923567978,0.903399909,0.92357015,0.921198608,0.974888851,0.975566434,0.976962168,0.978994918,0.874511575,0.871807822,0.751025924,0.77801398,0.912870945,0.902654867,0.914529915,0.914529915,0.980582524,0.980582524,1,1,0.843478261,0.842519685,0.698529412,0.744827586,0.896825397, 
912,1116,672,684,1118,1040,1064,1068,192,170,174,208,170,178,178,38,54,272,262,286,0.641304348,0.869565217,0.869565217,0.608695652,0.608695652,0.608695652,0.608695652,0.869565217,0.869565217,1,0.891304348,0.869565217,0.89047619,0.919047619,0.919047619,0.8,0.89047619,0.871428571,0.857142857,0.942857143,0.928571429,0.952380952,0.852380952,0.833333333,0.891586674,0.904009034,0.901750423,0.88255223,0.904009034,0.899491813,0.899491813,0.978543196,0.969508752,0.846414455,0.852060982,0.838509317,0.83996433,0.824806324,0.784091538,0.917786561,0.932806324,0.929644269,0.929644269,0.984980237,0.954518195,0.75484306,0.742004818,0.734195786,0.805549435,0.772004517,0.705652282,0.941276115,0.952004517,0.949745906,0.949745906,0.989271598,0.944524491,0.693795463,0.668634042,0.664653431,0.771134539,0.71920271,0.627213025,0.964765669,0.97120271,0.969847544,0.969847544,0.993562959,0.934530787,0.632747866,0.595263265,0.595111077,0.719512195,0.64,0.50955414,1,1,1,1,1,0.91954023,0.541176471,0.485207101,0.490797546, 
556,556,390,432,390,556,556,556,0,80,80,80,0,0,0,246,0,118,100,92,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976190476,0.976190476,0.976190476,1,1,1,0.947619048,1,0.961904762,0.957142857,0.947619048,1,0.954827781,0.954827781,0.954827781,1,1,1,0.861095426,1,0.933370977,0.943534726,0.948051948,1,0.954360755,0.954360755,0.954360755,1,1,1,0.873563259,1,0.931541502,0.936149984,0.949617672,1,0.954049404,0.954049404,0.954049404,1,1,1,0.881875147,1,0.930321852,0.931226823,0.950661488,1,0.953738054,0.953738054,0.953738054,1,1,1,0.890187035,1,0.929102202,0.926303661,0.951705304,1,0.953271028,0.953271028,0.953271028,1,1,1,0.902654867,1,0.927272727,0.918918919,0.953271028, 
812,1048,706,784,974,1260,1234,1244,184,118,116,116,202,214,202,152,116,298,116,130,0.657142857,0.978571429,0.914285714,0.478571429,0.464285714,0.4,0.464285714,0.971428571,0.857142857,0.828571429,0.885714286,1,0.947619048,0.938095238,0.89047619,0.938095238,0.9,0.90952381,0.938095238,0.966666667,0.89047619,0.938095238,0.90952381,0.966666667,0.896103896,0.933370977,0.934500282,0.934500282,0.885940147,0.879164314,0.885940147,0.914172784,0.934500282,0.831733484,0.934500282,0.926595144,0.920889749,0.916821222,0.918977784,0.954150198,0.920158103,0.91541502,0.920158103,0.896524722,0.905898449,0.823880105,0.907211422,0.934330887,0.93741365,0.905788053,0.908629452,0.967250141,0.942970073,0.939582157,0.942970073,0.884759348,0.886830561,0.81864452,0.889018849,0.939488048,0.953937552,0.894754883,0.898281119,0.980350085,0.965782044,0.963749294,0.965782044,0.872993973,0.867762672,0.813408934,0.870826275,0.94464521,0.978723404,0.878205128,0.882758621,1,1,1,1,0.855345912,0.839160839,0.805555556,0.843537415,0.952380952, 
534,400,298,400,414,528,546,706,106,90,106,98,120,126,80,94,68,100,174,98,0.857142857,0.857142857,0.857142857,0.866071429,0.517857143,0.517857143,0.839285714,0.866071429,0.839285714,0.901785714,0.839285714,0.839285714,0.904761905,0.914285714,0.904761905,0.9,0.919047619,0.90952381,0.904761905,0.9,0.904761905,0.933333333,0.9,0.933333333,0.94014681,0.949181254,0.94014681,0.944664032,0.932241671,0.928853755,0.954827781,0.946922643,0.961603614,0.943534726,0.901750423,0.944664032,0.924769433,0.931093544,0.924769433,0.94655894,0.95256917,0.950197628,0.968379447,0.929818327,0.949593118,0.926263782,0.880782819,0.93773541,0.914517849,0.919035071,0.914517849,0.947822212,0.966120836,0.964426877,0.97741389,0.91841545,0.941586121,0.914749819,0.866804415,0.93311633,0.904266265,0.906976598,0.904266265,0.949085484,0.979672501,0.978656126,0.986448334,0.907012573,0.933579123,0.903235856,0.852826012,0.928497249,0.888888889,0.888888889,0.888888889,0.950980392,1,1,1,0.889908257,0.921568627,0.885964912,0.831858407,0.921568627, 
798,786,596,596,850,850,876,908,172,212,212,24,24,34,38,216,216,194,138,34,1,1,1,1,1,1,1,1,1,1,1,1,0.919047619,0.919047619,0.919047619,0.942857143,0.942857143,0.919047619,0.90952381,0.919047619,0.919047619,0.928571429,0.99047619,0.957142857,0.902879729,0.880293619,0.880293619,0.986448334,0.986448334,0.980801807,0.978543196,0.878035008,0.878035008,0.890457369,0.922077922,0.980801807,0.83361581,0.771761089,0.771761089,0.990513834,0.990513834,0.986561265,0.984980237,0.774118177,0.774118177,0.79474873,0.887762238,0.976216437,0.787439864,0.699406069,0.699406069,0.993224167,0.993224167,0.990400903,0.989271598,0.704840289,0.704840289,0.73094297,0.864885115,0.973159524,0.741263919,0.627051049,0.627051049,0.9959345,0.9959345,0.994240542,0.993562959,0.635562401,0.635562401,0.667137211,0.842007992,0.970102611,0.672,0.518518519,0.518518519,1,1,1,1,0.53164557,0.53164557,0.571428571,0.807692308,0.965517241, 
